Haverst period,Country,Product Type,Indicator,Tonnes
1994/95,Egypt,OO,P,1.0
1994/95,EU,OO,C,1.0
1994/95,EU,OO,E,182.5
1994/95,EU,OO,I,179.0
1994/95,EU,OO,P,1371.0
1994/95,Finland,OO,C,0.3
1994/95,Finland,OO,E,0.0
1994/95,Finland,OO,I,0.0
1994/95,Finland,TO,C,0.1
1994/95,Finland,TO,E,0.0
1994/95,Finland,TO,I,0.0
1994/95,France,OO,C,41.6
1994/95,France,OO,E,1.0
1994/95,France,OO,I,0.6
1994/95,France,OO,P,2.0
1994/95,France,TO,C,30.9
1994/95,France,TO,E,1.0
1994/95,France,TO,I,27.2
1994/95,France,TO,P,2.0
1994/95,Germany,OO,C,16.9
1994/95,Germany,OO,E,0.2
1994/95,Germany,OO,I,0.1
1994/95,Germany,TO,C,18.9
1994/95,Germany,TO,E,0.3
1994/95,Germany,TO,I,7.2
1994/95,Greece,OO,C,210.0
1994/95,Greece,OO,E,5.5
1994/95,Greece,OO,I,0.2
1994/95,Greece,OO,P,350.0
1994/95,Greece,TO,C,30.0
1994/95,Greece,TO,E,15.0
1994/95,Greece,TO,I,1.1
1994/95,Greece,TO,P,60.0
1994/95,Iran,OO,C,2.5
1994/95,Iran,OO,E,0.0
1994/95,Iran,OO,I,1.0
1994/95,Iran,OO,P,1.5
1994/95,Iraq,OO,E,0.0
1994/95,Ireland,OO,C,1.0
1994/95,Ireland,OO,E,0.0
1994/95,Ireland,OO,I,0.0
1994/95,Ireland,TO,C,0.1
1994/95,Ireland,TO,E,0.0
1994/95,Ireland,TO,I,0.0
1994/95,Israel,OO,C,7.0
1994/95,Israel,OO,E,0.0
1994/95,Israel,OO,I,1.5
1994/95,Israel,OO,P,5.5
1994/95,Italy,OO,C,675.0
1994/95,Italy,OO,E,105.8
1994/95,Italy,OO,I,107.5
1994/95,Italy,OO,P,448.0
1994/95,Italy,TO,C,113.0
1994/95,Italy,TO,E,0.9
1994/95,Italy,TO,I,6.4
1994/95,Italy,TO,P,59.9
1994/95,Japan,OO,C,8.5
1994/95,Japan,OO,I,8.5
1994/95,Jordan,OO,C,21.5
1994/95,Jordan,OO,E,0.5
1994/95,Jordan,OO,I,7.0
1994/95,Jordan,OO,P,13.5
1994/95,Lebanon,OO,C,7.5
1994/95,Lebanon,OO,E,0.5
1994/95,Lebanon,OO,I,3.0
1994/95,Lebanon,OO,P,5.0
1994/95,Libya,OO,C,8.0
1994/95,Libya,OO,E,0.0
1994/95,Libya,OO,I,1.5
1994/95,Libya,OO,P,6.5
1994/95,Mexico,OO,C,3.0
1994/95,Mexico,OO,E,0.0
1994/95,Mexico,OO,I,1.0
1994/95,Mexico,OO,P,2.0
1994/95,Montenegro,OO,C,2.5
1994/95,Montenegro,OO,E,0.0
1994/95,Montenegro,OO,I,0.0
1994/95,Montenegro,OO,P,2.5
1994/95,Morocco,OO,C,43.0
1994/95,Morocco,OO,E,5.0
1994/95,Morocco,OO,I,2.5
1994/95,Morocco,OO,P,45.0
1994/95,Netherlands,OO,C,3.9
1994/95,Netherlands,OO,E,0.1
1994/95,Netherlands,OO,I,0.3
1994/95,Netherlands,TO,C,5.6
1994/95,Netherlands,TO,E,0.2
1994/95,Netherlands,TO,I,3.3
1994/95,Oth.non-prod.,OO,C,33.0
1994/95,Oth.non-prod.,OO,I,33.0
1994/95,Other pr.coun.,OO,C,10.0
1994/95,Other pr.coun.,OO,E,0.0
1994/95,Other pr.coun.,OO,I,3.0
1994/95,Other pr.coun.,OO,P,7.0
1994/95,Palestine,OO,C,5.0
1994/95,Palestine,OO,E,4.5
1994/95,Palestine,OO,I,0.5
1994/95,Palestine,OO,P,8.0
1994/95,Portugal,OO,C,58.0
1994/95,Portugal,OO,E,13.1
1994/95,Portugal,OO,I,8.2
1994/95,Portugal,OO,P,32.2
1994/95,Portugal,TO,C,18.5
1994/95,Portugal,TO,E,5.2
1994/95,Portugal,TO,I,0.5
1994/95,Portugal,TO,P,10.0
1994/95,Russia,OO,C,5.5
1994/95,Russia,OO,I,5.5
1994/95,Saudi Arabia,OO,C,5.0
1994/95,Saudi Arabia,OO,E,0.0
1994/95,Saudi Arabia,OO,I,5.0
1994/95,Spain,OO,C,420.0
1994/95,Spain,OO,E,54.0
1994/95,Spain,OO,I,61.6
1994/95,Spain,OO,P,538.8
1994/95,Spain,TO,C,118.0
1994/95,Spain,TO,E,77.7
1994/95,Spain,TO,I,9.7
1994/95,Spain,TO,P,235.6
1994/95,Sweden,OO,C,1.0
1994/95,Sweden,OO,E,0.0
1994/95,Sweden,OO,I,0.1
1994/95,Sweden,TO,C,2.1
1994/95,Sweden,TO,E,0.1
1994/95,Sweden,TO,I,0.4
1994/95,Switzerland,OO,C,4.0
1994/95,Switzerland,OO,E,0.0
1994/95,Switzerland,OO,I,4.0
1994/95,Syria,OO,C,78.0
1994/95,Syria,OO,E,5.0
1994/95,Syria,OO,I,0.0
1994/95,Syria,OO,P,90.0
1994/95,Tunisia,OO,C,46.0
1994/95,Tunisia,OO,E,104.0
1994/95,Tunisia,OO,I,0.0
1994/95,Tunisia,OO,P,100.0
1994/95,Türkiye,OO,C,55.0
1994/95,Türkiye,OO,E,55.0
1994/95,Türkiye,OO,I,0.0
1994/95,Türkiye,OO,P,160.0
1994/95,United King.,OO,C,17.3
1994/95,United King.,OO,E,1.0
1994/95,United King.,OO,I,0.1
1994/95,United King.,TO,C,6.8
1994/95,United King.,TO,E,0.0
1994/95,United King.,TO,I,1.6
1994/95,USA,OO,C,115.5
1994/95,USA,OO,E,7.0
1994/95,USA,OO,I,121.5
1994/95,USA,OO,P,1.0
1995/96,Algeria,OO,C,36.0
1995/96,Algeria,OO,E,0.0
1995/96,Algeria,OO,I,0.0
1995/96,Algeria,OO,P,51.5
1995/96,Argentina,OO,C,6.0
1995/96,Argentina,OO,E,4.5
1995/96,Argentina,OO,I,0.5
1995/96,Argentina,OO,P,11.0
1995/96,Australia,OO,C,16.5
1995/96,Australia,OO,E,0.0
1995/96,Australia,OO,I,16.0
1995/96,Austria,OO,C,1.0
1995/96,Austria,OO,E,0.0
1995/96,Austria,OO,I,0.0
1995/96,Austria,TO,C,1.4
1995/96,Austria,TO,E,0.0
1995/96,Austria,TO,I,0.1
1995/96,Brazil,OO,C,19.0
1995/96,Brazil,OO,E,0.0
1995/96,Brazil,OO,I,19.0
1995/96,Canada,OO,C,14.0
1995/96,Canada,OO,I,14.0
1995/96,Chile,OO,E,0.0
1995/96,Cyprus,OO,C,3.0
1995/96,Cyprus,OO,E,0.0
1995/96,Cyprus,OO,I,0.0
1995/96,Cyprus,OO,P,2.5
1995/96,Denmark,OO,C,1.1
1995/96,Denmark,OO,E,0.0
1995/96,Denmark,OO,I,0.7
1995/96,Denmark,TO,C,1.9
1995/96,Denmark,TO,E,0.0
1995/96,Denmark,TO,I,0.1
1995/96,E.B.L.U.,OO,C,6.5
1995/96,E.B.L.U.,OO,E,0.6
1995/96,E.B.L.U.,OO,I,0.0
1995/96,E.B.L.U.,TO,C,2.6
1995/96,E.B.L.U.,TO,E,0.1
1995/96,E.B.L.U.,TO,I,1.1
1995/96,Egypt,OO,C,2.5
1995/96,Egypt,OO,E,0.5
1995/96,Egypt,OO,I,0.5
1995/96,Egypt,OO,P,2.5
1995/96,EU,OO,C,383.5
1995/96,EU,OO,E,165.0
1995/96,EU,OO,I,73.5
1995/96,EU,OO,P,1403.5
1995/96,Finland,OO,C,0.2
1995/96,Finland,OO,E,0.1
1995/96,Finland,OO,I,0.0
1995/96,Finland,TO,C,1.3
1995/96,Finland,TO,E,0.1
1995/96,Finland,TO,I,0.0
1995/96,France,OO,C,48.5
1995/96,France,OO,E,1.1
1995/96,France,OO,I,0.9
1995/96,France,OO,P,2.3
1995/96,France,TO,C,28.0
1995/96,France,TO,E,1.3
1995/96,France,TO,I,23.7
1995/96,France,TO,P,1.1
1995/96,Germany,OO,C,16.4
1995/96,Germany,OO,E,0.2
1995/96,Germany,OO,I,0.1
1995/96,Germany,TO,C,21.5
1995/96,Germany,TO,E,0.5
1995/96,Germany,TO,I,7.5
1995/96,Greece,OO,C,230.0
1995/96,Greece,OO,E,11.0
1995/96,Greece,OO,I,0.1
1995/96,Greece,OO,P,400.0
1995/96,Greece,TO,C,30.0
1995/96,Greece,TO,E,29.0
1995/96,Greece,TO,I,0.2
1995/96,Greece,TO,P,70.0
1995/96,Iran,OO,C,5.0
1995/96,Iran,OO,E,0.0
1995/96,Iran,OO,I,2.0
1995/96,Iran,OO,P,3.0
1995/96,Iraq,OO,E,0.0
1995/96,Ireland,OO,C,1.3
1995/96,Ireland,OO,E,0.0
1995/96,Ireland,OO,I,0.0
1995/96,Ireland,TO,C,0.1
1995/96,Ireland,TO,E,0.0
1995/96,Ireland,TO,I,0.0
1995/96,Israel,OO,C,7.5
1995/96,Israel,OO,E,0.5
1995/96,Israel,OO,I,3.5
1995/96,Israel,OO,P,5.0
1995/96,Italy,OO,C,653.0
1995/96,Italy,OO,E,90.5
1995/96,Italy,OO,I,46.0
1995/96,Italy,OO,P,620.0
1995/96,Italy,TO,C,125.0
1995/96,Italy,TO,E,1.1
1995/96,Italy,TO,I,4.3
1995/96,Italy,TO,P,85.5
1995/96,Japan,OO,C,16.5
1995/96,Japan,OO,I,16.5
1995/96,Jordan,OO,C,16.0
1995/96,Jordan,OO,E,0.5
1995/96,Jordan,OO,I,0.5
1995/96,Jordan,OO,P,14.0
1995/96,Lebanon,OO,C,7.0
1995/96,Lebanon,OO,E,2.0
1995/96,Lebanon,OO,I,4.0
1995/96,Lebanon,OO,P,5.0
1995/96,Libya,OO,C,5.0
1995/96,Libya,OO,E,0.0
1995/96,Libya,OO,I,1.0
1995/96,Libya,OO,P,4.0
1995/96,Mexico,OO,C,3.0
1995/96,Mexico,OO,E,0.0
1995/96,Mexico,OO,I,1.0
1995/96,Mexico,OO,P,2.0
1995/96,Montenegro,OO,C,1.5
1995/96,Montenegro,OO,E,0.0
1995/96,Montenegro,OO,I,0.0
1995/96,Montenegro,OO,P,1.5
1995/96,Morocco,OO,C,25.0
1995/96,Morocco,OO,E,11.5
1995/96,Morocco,OO,I,0.5
1995/96,Morocco,OO,P,35.0
1995/96,Netherlands,OO,C,2.3
1995/96,Netherlands,OO,E,0.2
1995/96,Netherlands,OO,I,0.2
1995/96,Netherlands,TO,C,4.5
1995/96,Netherlands,TO,E,0.2
1995/96,Netherlands,TO,I,2.5
1995/96,Oth.non-prod.,OO,C,20.0
1995/96,Oth.non-prod.,OO,I,20.0
1995/96,Other pr.coun.,OO,C,6.0
1995/96,Other pr.coun.,OO,E,3.0
1995/96,Other pr.coun.,OO,I,2.5
1995/96,Other pr.coun.,OO,P,6.0
1995/96,Palestine,OO,C,7.0
1995/96,Palestine,OO,E,3.5
1995/96,Palestine,OO,I,0.0
1995/96,Palestine,OO,P,12.0
1995/96,Portugal,OO,C,58.4
1995/96,Portugal,OO,E,11.8
1995/96,Portugal,OO,I,1.7
1995/96,Portugal,OO,P,43.7
1995/96,Portugal,TO,C,11.0
1995/96,Portugal,TO,E,6.9
1995/96,Portugal,TO,I,0.4
1995/96,Portugal,TO,P,9.1
1995/96,Russia,OO,C,1.0
1995/96,Russia,OO,I,1.0
1995/96,Saudi Arabia,OO,C,4.0
1995/96,Saudi Arabia,OO,E,0.0
1995/96,Saudi Arabia,OO,I,4.0
1995/96,Spain,OO,C,352.1
1995/96,Spain,OO,E,48.8
1995/96,Spain,OO,I,24.0
1995/96,Spain,OO,P,337.6
1995/96,Spain,TO,C,116.0
1995/96,Spain,TO,E,75.0
1995/96,Spain,TO,I,8.1
1995/96,Spain,TO,P,203.0
1995/96,Sweden,OO,C,1.2
1995/96,Sweden,OO,E,0.0
1995/96,Sweden,OO,I,0.0
1995/96,Sweden,TO,C,2.4
1995/96,Sweden,TO,E,0.1
1995/96,Sweden,TO,I,0.3
1995/96,Switzerland,OO,C,3.5
1995/96,Switzerland,OO,E,0.0
1995/96,Switzerland,OO,I,3.5
1995/96,Syria,OO,C,78.0
1995/96,Syria,OO,E,11.0
1995/96,Syria,OO,I,0.0
1995/96,Syria,OO,P,76.0
1995/96,Tunisia,OO,C,34.5
1995/96,Tunisia,OO,E,26.5
1995/96,Tunisia,OO,I,0.0
1995/96,Tunisia,OO,P,60.0
1995/96,Türkiye,OO,C,63.0
1995/96,Türkiye,OO,E,19.0
1995/96,Türkiye,OO,I,0.0
1995/96,Türkiye,OO,P,40.0
1995/96,United King.,OO,C,15.0
1995/96,United King.,OO,E,0.5
1995/96,United King.,OO,I,0.0
1995/96,United King.,TO,C,6.4
1995/96,United King.,TO,E,0.0
1995/96,United King.,TO,I,1.7
1995/96,USA,OO,C,101.0
1995/96,USA,OO,E,9.0
1995/96,USA,OO,I,105.0
1995/96,USA,OO,P,1.0
1996/97,Algeria,OO,C,50.0
1996/97,Algeria,OO,E,0.0
1996/97,Algeria,OO,I,0.0
1996/97,Algeria,OO,P,50.5
1996/97,Argentina,OO,C,8.0
1996/97,Argentina,OO,E,6.0
1996/97,Argentina,OO,I,6.5
1996/97,Argentina,OO,P,11.5
1996/97,Australia,OO,C,21.5
1996/97,Australia,OO,E,0.0
1996/97,Australia,OO,I,21.5
1996/97,Austria,OO,C,2.6
1996/97,Austria,OO,E,0.0
1996/97,Austria,OO,I,0.0
1996/97,Austria,TO,C,1.6
1996/97,Austria,TO,E,0.0
1996/97,Austria,TO,I,0.3
1996/97,Brazil,OO,C,24.5
1996/97,Brazil,OO,E,0.0
1996/97,Brazil,OO,I,24.5
1996/97,Canada,OO,C,19.0
1996/97,Canada,OO,I,19.0
1996/97,Chile,OO,E,0.0
1996/97,Cyprus,OO,C,2.5
1996/97,Cyprus,OO,E,0.0
1996/97,Cyprus,OO,I,0.0
1996/97,Cyprus,OO,P,2.0
1996/97,Denmark,OO,C,2.3
1996/97,Denmark,OO,E,0.0
1996/97,Denmark,OO,I,0.0
1996/97,Denmark,TO,C,2.5
1996/97,Denmark,TO,E,0.0
1996/97,Denmark,TO,I,0.2
1996/97,E.B.L.U.,OO,C,7.0
1996/97,E.B.L.U.,OO,E,0.0
1996/97,E.B.L.U.,OO,I,0.0
1996/97,E.B.L.U.,TO,C,3.8
1996/97,E.B.L.U.,TO,E,0.0
1996/97,E.B.L.U.,TO,I,2.1
1996/97,Egypt,OO,C,1.0
1996/97,Egypt,OO,E,0.0
1996/97,Egypt,OO,I,0.5
1996/97,Egypt,OO,P,0.5
1996/97,EU,OO,C,1.0
1996/97,EU,OO,E,220.0
1996/97,EU,OO,I,145.5
1996/97,EU,OO,P,1754.5
1996/97,Finland,OO,C,0.5
1996/97,Finland,OO,E,0.0
1996/97,Finland,OO,I,0.0
1996/97,Finland,TO,C,1.5
1996/97,Finland,TO,E,0.1
1996/97,Finland,TO,I,0.0
1996/97,France,OO,C,58.8
1996/97,France,OO,E,1.1
1996/97,France,OO,I,1.4
1996/97,France,OO,P,2.5
1996/97,France,TO,C,30.8
1996/97,France,TO,E,1.6
1996/97,France,TO,I,27.0
1996/97,France,TO,P,2.0
1996/97,Germany,OO,C,16.1
1996/97,Germany,OO,E,0.2
1996/97,Germany,OO,I,0.0
1996/97,Germany,TO,C,23.5
1996/97,Germany,TO,E,0.4
1996/97,Germany,TO,I,10.6
1996/97,Greece,OO,C,240.0
1996/97,Greece,OO,E,5.2
1996/97,Greece,OO,I,0.0
1996/97,Greece,OO,P,390.0
1996/97,Greece,TO,C,20.0
1996/97,Greece,TO,E,20.0
1996/97,Greece,TO,I,0.0
1996/97,Greece,TO,P,60.0
1996/97,Iran,OO,C,3.5
1996/97,Iran,OO,E,0.0
1996/97,Iran,OO,I,2.0
1996/97,Iran,OO,P,1.5
1996/97,Iraq,OO,E,0.0
1996/97,Ireland,OO,C,1.4
1996/97,Ireland,OO,E,0.0
1996/97,Ireland,OO,I,0.0
1996/97,Ireland,TO,C,0.1
1996/97,Ireland,TO,E,0.0
1996/97,Ireland,TO,I,0.0
1996/97,Israel,OO,C,7.5
1996/97,Israel,OO,E,0.0
1996/97,Israel,OO,I,2.0
1996/97,Israel,OO,P,5.5
1996/97,Italy,OO,C,675.0
1996/97,Italy,OO,E,129.5
1996/97,Italy,OO,I,106.6
1996/97,Italy,OO,P,370.0
1996/97,Italy,TO,C,112.0
1996/97,Italy,TO,E,1.3
1996/97,Italy,TO,I,7.5
1996/97,Italy,TO,P,55.3
1996/97,Japan,OO,C,26.0
1996/97,Japan,OO,I,26.0
1996/97,Jordan,OO,C,22.0
1996/97,Jordan,OO,E,0.5
1996/97,Jordan,OO,I,0.5
1996/97,Jordan,OO,P,23.0
1996/97,Lebanon,OO,C,8.0
1996/97,Lebanon,OO,E,1.5
1996/97,Lebanon,OO,I,3.5
1996/97,Lebanon,OO,P,6.5
1996/97,Libya,OO,C,10.0
1996/97,Libya,OO,E,0.0
1996/97,Libya,OO,I,1.0
1996/97,Libya,OO,P,10.0
1996/97,Mexico,OO,C,6.0
1996/97,Mexico,OO,E,0.0
1996/97,Mexico,OO,I,3.5
1996/97,Mexico,OO,P,2.5
1996/97,Montenegro,OO,C,0.5
1996/97,Montenegro,OO,E,0.0
1996/97,Montenegro,OO,I,0.0
1996/97,Montenegro,OO,P,0.5
1996/97,Morocco,OO,C,50.0
1996/97,Morocco,OO,E,35.0
1996/97,Morocco,OO,I,0.0
1996/97,Morocco,OO,P,110.0
1996/97,Netherlands,OO,C,3.5
1996/97,Netherlands,OO,E,0.1
1996/97,Netherlands,OO,I,0.3
1996/97,Netherlands,TO,C,4.7
1996/97,Netherlands,TO,E,0.3
1996/97,Netherlands,TO,I,2.7
1996/97,Oth.non-prod.,OO,C,25.0
1996/97,Oth.non-prod.,OO,I,25.0
1996/97,Other pr.coun.,OO,C,13.0
1996/97,Other pr.coun.,OO,E,0.0
1996/97,Other pr.coun.,OO,I,4.5
1996/97,Other pr.coun.,OO,P,8.5
1996/97,Palestine,OO,C,6.5
1996/97,Palestine,OO,E,4.0
1996/97,Palestine,OO,I,0.0
1996/97,Palestine,OO,P,12.0
1996/97,Portugal,OO,C,62.0
1996/97,Portugal,OO,E,17.0
1996/97,Portugal,OO,I,1.7
1996/97,Portugal,OO,P,44.8
1996/97,Portugal,TO,C,8.5
1996/97,Portugal,TO,E,5.5
1996/97,Portugal,TO,I,0.4
1996/97,Portugal,TO,P,9.0
1996/97,Russia,OO,C,1.5
1996/97,Russia,OO,I,1.5
1996/97,Saudi Arabia,OO,C,5.0
1996/97,Saudi Arabia,OO,E,0.0
1996/97,Saudi Arabia,OO,I,5.0
1996/97,Spain,OO,C,470.2
1996/97,Spain,OO,E,66.7
1996/97,Spain,OO,I,35.5
1996/97,Spain,OO,P,947.3
1996/97,Spain,TO,C,100.0
1996/97,Spain,TO,E,92.1
1996/97,Spain,TO,I,3.9
1996/97,Spain,TO,P,244.0
1996/97,Sweden,OO,C,2.2
1996/97,Sweden,OO,E,0.0
1996/97,Sweden,OO,I,0.0
1996/97,Sweden,TO,C,3.6
1996/97,Sweden,TO,E,0.1
1996/97,Sweden,TO,I,0.5
1996/97,Switzerland,OO,C,3.5
1996/97,Switzerland,OO,E,1.5
1996/97,Switzerland,OO,I,5.0
1996/97,Syria,OO,C,85.0
1996/97,Syria,OO,E,6.0
1996/97,Syria,OO,I,0.0
1996/97,Syria,OO,P,125.0
1996/97,Tunisia,OO,C,70.0
1996/97,Tunisia,OO,E,115.0
1996/97,Tunisia,OO,I,0.0
1996/97,Tunisia,OO,P,270.0
1996/97,Türkiye,OO,C,75.0
1996/97,Türkiye,OO,E,40.5
1996/97,Türkiye,OO,I,0.0
1996/97,Türkiye,OO,P,200.0
1996/97,United King.,OO,C,25.1
1996/97,United King.,OO,E,0.4
1996/97,United King.,OO,I,0.0
1996/97,United King.,TO,C,6.2
1996/97,United King.,TO,E,0.0
1996/97,United King.,TO,I,1.9
1996/97,USA,OO,C,130.5
1996/97,USA,OO,E,8.0
1996/97,USA,OO,I,140.5
1996/97,USA,OO,P,1.0
1997/98,Algeria,OO,C,31.5
1997/98,Algeria,OO,E,0.0
1997/98,Algeria,OO,I,0.0
1997/98,Algeria,OO,P,15.0
1997/98,Argentina,OO,C,8.0
1997/98,Argentina,OO,E,7.5
1997/98,Argentina,OO,I,7.0
1997/98,Argentina,OO,P,8.0
1997/98,Australia,OO,C,17.5
1997/98,Australia,OO,E,0.0
1997/98,Australia,OO,I,17.5
1997/98,Austria,OO,C,2.7
1997/98,Austria,OO,E,0.0
1997/98,Austria,OO,I,0.0
1997/98,Austria,TO,C,1.5
1997/98,Austria,TO,E,0.0
1997/98,Austria,TO,I,0.2
1997/98,Brazil,OO,C,29.0
1997/98,Brazil,OO,E,0.0
1997/98,Brazil,OO,I,29.0
1997/98,Canada,OO,C,17.5
1997/98,Canada,OO,I,17.5
1997/98,Chile,OO,E,0.0
1997/98,Croatia,OO,C,2.0
1997/98,Croatia,OO,E,0.0
1997/98,Croatia,OO,I,0.5
1997/98,Croatia,OO,P,1.5
1997/98,Cyprus,OO,C,2.0
1997/98,Cyprus,OO,E,0.0
1997/98,Cyprus,OO,I,0.5
1997/98,Cyprus,OO,P,1.5
1997/98,Denmark,OO,C,2.5
1997/98,Denmark,OO,E,0.0
1997/98,Denmark,OO,I,0.0
1997/98,Denmark,TO,C,2.1
1997/98,Denmark,TO,E,0.0
1997/98,Denmark,TO,I,0.2
1997/98,E.B.L.U.,OO,C,8.7
1997/98,E.B.L.U.,OO,E,0.1
1997/98,E.B.L.U.,OO,I,0.1
1997/98,E.B.L.U.,TO,C,4.2
1997/98,E.B.L.U.,TO,E,0.1
1997/98,E.B.L.U.,TO,I,2.6
1997/98,Egypt,OO,C,1.0
1997/98,Egypt,OO,E,0.0
1997/98,Egypt,OO,I,0.5
1997/98,Egypt,OO,P,1.0
1997/98,EU,OO,C,453.5
1997/98,EU,OO,E,227.0
1997/98,EU,OO,I,118.0
1997/98,EU,OO,P,2116.5
1997/98,Finland,OO,C,0.6
1997/98,Finland,OO,E,0.0
1997/98,Finland,OO,I,0.0
1997/98,Finland,TO,C,1.5
1997/98,Finland,TO,E,0.1
1997/98,Finland,TO,I,0.0
1997/98,France,OO,C,75.6
1997/98,France,OO,E,1.1
1997/98,France,OO,I,0.1
1997/98,France,OO,P,2.7
1997/98,France,TO,C,33.7
1997/98,France,TO,E,1.1
1997/98,France,TO,I,24.0
1997/98,France,TO,P,2.0
1997/98,Germany,OO,C,23.6
1997/98,Germany,OO,E,0.2
1997/98,Germany,OO,I,0.1
1997/98,Germany,TO,C,22.3
1997/98,Germany,TO,E,0.6
1997/98,Germany,TO,I,9.0
1997/98,Greece,OO,C,240.0
1997/98,Greece,OO,E,8.0
1997/98,Greece,OO,I,0.0
1997/98,Greece,OO,P,375.0
1997/98,Greece,TO,C,20.0
1997/98,Greece,TO,E,33.0
1997/98,Greece,TO,I,0.0
1997/98,Greece,TO,P,85.0
1997/98,Iran,OO,C,4.0
1997/98,Iran,OO,E,0.0
1997/98,Iran,OO,I,1.0
1997/98,Iran,OO,P,3.0
1997/98,Iraq,OO,E,0.0
1997/98,Ireland,OO,C,1.5
1997/98,Ireland,OO,E,0.0
1997/98,Ireland,OO,I,0.0
1997/98,Ireland,TO,C,0.3
1997/98,Ireland,TO,E,0.0
1997/98,Ireland,TO,I,0.0
1997/98,Israel,OO,C,6.5
1997/98,Israel,OO,E,0.0
1997/98,Israel,OO,I,2.5
1997/98,Israel,OO,P,3.0
1997/98,Italy,OO,C,698.0
1997/98,Italy,OO,E,123.5
1997/98,Italy,OO,I,89.3
1997/98,Italy,OO,P,620.0
1997/98,Italy,TO,C,114.3
1997/98,Italy,TO,E,1.1
1997/98,Italy,TO,I,3.2
1997/98,Italy,TO,P,80.0
1997/98,Japan,OO,C,34.0
1997/98,Japan,OO,I,34.0
1997/98,Jordan,OO,C,19.0
1997/98,Jordan,OO,E,0.0
1997/98,Jordan,OO,I,2.0
1997/98,Jordan,OO,P,14.0
1997/98,Lebanon,OO,C,8.0
1997/98,Lebanon,OO,E,0.5
1997/98,Lebanon,OO,I,4.0
1997/98,Lebanon,OO,P,3.5
1997/98,Libya,OO,C,7.0
1997/98,Libya,OO,E,0.0
1997/98,Libya,OO,I,1.0
1997/98,Libya,OO,P,6.0
1997/98,Mexico,OO,C,4.5
1997/98,Mexico,OO,E,0.0
1997/98,Mexico,OO,I,2.5
1997/98,Mexico,OO,P,2.0
1997/98,Montenegro,OO,C,0.5
1997/98,Montenegro,OO,E,0.0
1997/98,Montenegro,OO,I,0.0
1997/98,Montenegro,OO,P,0.5
1997/98,Morocco,OO,C,55.0
1997/98,Morocco,OO,E,7.5
1997/98,Morocco,OO,I,0.0
1997/98,Morocco,OO,P,70.0
1997/98,Netherlands,OO,C,4.0
1997/98,Netherlands,OO,E,0.1
1997/98,Netherlands,OO,I,0.0
1997/98,Netherlands,TO,C,5.1
1997/98,Netherlands,TO,E,0.3
1997/98,Netherlands,TO,I,3.3
1997/98,Oth.non-prod.,OO,C,20.5
1997/98,Oth.non-prod.,OO,I,20.5
1997/98,Other pr.coun.,OO,C,11.5
1997/98,Other pr.coun.,OO,E,0.0
1997/98,Other pr.coun.,OO,I,4.5
1997/98,Other pr.coun.,OO,P,7.0
1997/98,Palestine,OO,C,5.5
1997/98,Palestine,OO,E,5.0
1997/98,Palestine,OO,I,0.0
1997/98,Palestine,OO,P,9.0
1997/98,Portugal,OO,C,69.3
1997/98,Portugal,OO,E,17.4
1997/98,Portugal,OO,I,0.2
1997/98,Portugal,OO,P,42.0
1997/98,Portugal,TO,C,10.2
1997/98,Portugal,TO,E,3.8
1997/98,Portugal,TO,I,0.5
1997/98,Portugal,TO,P,9.0
1997/98,Russia,OO,C,1.5
1997/98,Russia,OO,I,1.5
1997/98,Saudi Arabia,OO,C,5.0
1997/98,Saudi Arabia,OO,E,0.0
1997/98,Saudi Arabia,OO,I,5.0
1997/98,Spain,OO,C,550.4
1997/98,Spain,OO,E,76.2
1997/98,Spain,OO,I,28.0
1997/98,Spain,OO,P,1077.0
1997/98,Spain,TO,C,113.0
1997/98,Spain,TO,E,105.5
1997/98,Spain,TO,I,1.6
1997/98,Spain,TO,P,310.0
1997/98,Sweden,OO,C,2.7
1997/98,Sweden,OO,E,0.0
1997/98,Sweden,OO,I,0.0
1997/98,Sweden,TO,C,4.3
1997/98,Sweden,TO,E,0.1
1997/98,Sweden,TO,I,0.6
1997/98,Switzerland,OO,C,5.5
1997/98,Switzerland,OO,E,0.0
1997/98,Switzerland,OO,I,5.5
1997/98,Syria,OO,C,95.0
1997/98,Syria,OO,E,3.0
1997/98,Syria,OO,I,0.0
1997/98,Syria,OO,P,70.0
1997/98,Taiwan,OO,C,4.5
1997/98,Taiwan,OO,I,4.5
1997/98,Tunisia,OO,C,52.0
1997/98,Tunisia,OO,E,117.0
1997/98,Tunisia,OO,I,0.0
1997/98,Tunisia,OO,P,93.0
1997/98,Türkiye,OO,C,85.5
1997/98,Türkiye,OO,E,35.0
1997/98,Türkiye,OO,I,0.0
1997/98,Türkiye,OO,P,40.0
1997/98,United King.,OO,C,25.6
1997/98,United King.,OO,E,0.6
1997/98,United King.,OO,I,0.0
1997/98,United King.,TO,C,8.4
1997/98,United King.,TO,E,0.0
1997/98,United King.,TO,I,1.9
1997/98,USA,OO,C,142.5
1997/98,USA,OO,E,4.5
1997/98,USA,OO,I,144.0
1997/98,USA,OO,P,1.0
1998/99,Austria,OO,C,2.9
1998/99,Austria,OO,E,0.0
1998/99,Austria,OO,I,0.0
1998/99,Austria,TO,C,2.5
1998/99,Austria,TO,E,0.0
1998/99,Austria,TO,I,0.3
1998/99,Denmark,OO,C,1.9
1998/99,Denmark,OO,E,0.1
1998/99,Denmark,OO,I,0.0
